,sentiment,content
2037,0,blackberry ran juice middle day it miserable twitter email beck call truly awful
2038,0,mitchelmusso can t call mitch im sweden
2039,1,watching water boy grub carnisada yum yum
2040,1,xograceox hahaha im listening shes lady haha ily ftsk xx
2041,0,there s nothing right tired want sleep cleaned pretty good proud least good janitor
2042,1,babypatches good day lot stretching sleeping sun
2043,0,daltnnn woof wish allowed go
2044,1,star trek good time
2045,0,desperately wishing could sleep frazzled gma can t sleep really bad tonight xx
2046,0,fb hate try amp support local bookstore amp never need
2047,0,nikkibop even fat huh freyalynn friggin huge freak
2048,0,another gorgeous day pau will home time week though depressing thought
2049,1,wanted new liver kidney glass wine would good toooo
2050,1,amymeredithband amy meredith soccer team well also news soccer team aswell xx
2051,0,miss boo
2052,1,sarahismail cool
2053,1,oh yeah camera clipping problem void completely fixed yay fiddling
2054,1,pj dayy doesnt happen veryy often
2055,1,happy mother s day
2056,0,checking zensify iphone work fine landscape typing
2057,1,year funniest thing dancing sooo happyyyy
2058,0,uh finally home completely wiped
2059,1,yikes would great vip act enjoy seeing noooo
2060,1,good morning people great day
2061,1,lovelylu nice i cleared head
2062,1,kidding standing room only
2063,1,rosieroserosie can t believe following you anatomy prac tmw tonight structr lwr limb
2064,0,big si moved day gna b weird without her x
2065,0,getting ready leave girl scout metting don t feel like
2066,1,hilholla fun flashy fed hill im sure imported cheeto eating as fit lol
2067,0,aboresearch pleased hear it still shamed sometimes hear men
2068,0,little sister told double chin aww
2069,1,bryonycatrin hey hey else twitter
2070,1,today best lt eff yeah lt ohbabyitsashley
2071,0,today feelin like crap
2072,1,mbrevoort thanks work treat need post xml really though thinking emulate rail activeresource
2073,1,xmyrthe writing fanfic read
2074,0,teelajbrown know list miss b c conflicting plan go
2075,0,sulking home rained poor strategy watching sun shine desk robarts reference room
2076,0,found quot friend quot isnt actually hey shit happens
2077,0,sad wont able post new fic morning
2078,1,got back concert mistake kinda failed macedonian test relative serbia here woohoo
2079,0,headache dumb
2080,0,tahitianmom truely sad news hear created equal sad know neighbor prejudice people
2081,0,suzi meow yeah u better
2082,0,upset see carys donna go today miss hugely already yes ok like hour haaa waaaah
2083,0,bored tear without boy dad s week
2084,0,deanm hey twit watched poor holly britain got talent poor thing people mean year old little girl
2085,0,biosshadow going sadly maybe next year eh
2086,0,bwhips good know alone confusion
2087,1,jt nigerianboi thanks jt also enjoyed will r u following me ill follow u back
2088,1,watching ace cake lost edition omfgggg
2089,0,thriftymommy well daughter now thats said i miss day they go sooo fast
2090,0,fooie yea fun dive a bit scary sometimes fun u like diving
2091,1,samanthuh miss too yes usually free pag dinner rarely day basta text text
2092,1,warmnfuzzy re direct energy creating men s jewelry frequent walk too
2093,1,sexy pickle lol thank much hope great day
2094,1,khairulhulk syammasri supporting superfly way
2095,0,oohhmandy itsnikkitime haha shiiit austin o brien pardon bad call
2096,0,made okay rap mix couldnt stuff wanted im getting ready leave
2097,0,listening new demo song going fantastic done
2098,0,dannywood btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
2099,0,va weekend youngest son turn tomorrow it make kinda sad getting big check twipics
2100,1,ztnewetnorb hha yeah like heart weve met shaun bradie seems real
2101,1,one else muhahahaaaa well maybe jesse
2102,0,im really sleepy want go bed but upstairs mess know im gonna clean nooooo
2103,0,kkkrista cuddle afterwards like cuddle turning trick van buren
2104,0,little upset cause stephanie bring brownie today
2105,1,sanctuarysunday awesome news leo award sanctuary look like got nomintated for bad
2106,1,finally got graduation gear today excited believe it day left aaah sweater cozy
2107,1,hair look completely retarded success
2108,1,threatbot going fun night helping host it
2109,1,jasonhoun haha course that s favorite album time
2110,0,heading home could really done without banging head way bus
2111,1,jojowright thank you god bless im going eaat
2112,1,zokathepuppy heyyy todayy
2113,0,jordanknight officially resigned never knowing tink mean
2114,1,realized im tomorrow goin beach wana come
2115,1,finished sunday cleaning waiting read next chapter kiyosaki s book hire cleaner
2116,0,vcenter screwing today specifically mssql server connects to
2117,0,eric john sound like terrific service sorry hear mom
2118,0,monkeymad nooooooo receipt break heart
2119,0,botanical garden beautiful forgot extra memory card picture today
2120,1,done watching slumdog millionaire great movie
2121,0,emmaroo innerchild sarah like cooky sad feel sad guilty
2122,1,getting ready awesome service http tweet sg
2123,0,can t sleep suck one day sleep get go shopping mom ugh
2124,0,rdegree man still seen movie too bad work
2125,0,im slowly losing follower one one
2126,0,watched terminator cried one movie make cry reason arnie dy im lame
2127,1,isacullen want
2128,1,jonasbrothers please nick say happy birthday me birthday yesterday
2129,0,dragonblogger pleasure really enjoy random word poetry disappointed miss participating
2130,1,ingegoesbroadwa sound like great time
2131,0,sorry mum treat well
2132,1,hyperopia feeling better it breakfast time
2133,1,finally home crazy party nite thanks jacksterlope driving home
2134,0,daaku danishk lol zzzzy office alone bay again
2135,0,simple nice dinner exist world
2136,1,omg brings back high school day http blip fm ygpg
2137,0,week lonely without gossip girl xoxo
2138,0,lexiloohoo sorry today s nothing fucking heartbreak
2139,0,saw pic past thanksgiving sad grandma them
2140,1,ay dios mio week left college ah can t wait
2141,0,leeye yep trying beat cold winter morning swim always refreshing good start day
2142,0,got new high speed machine stuffed latest technology development office z crashed
2143,1,got awesome hair cut todayyyy look hottt haha homework
2144,1,dannywood good morning hope enjoy run amp gym workout morning can t wait hear new song lt pennie
2145,0,start getting ready work took lexi park earlier wish could lay around day
2146,0,epic ocd moment deleted sims file spent hour building set favorite food wrong
2147,0,yep candymantk sleep fail another hour d amp d fail
2148,0,stephmccall ugh worried history wednesday freaking much
2149,1,cc chapman whuffaoke night acdc gillette stadium
2150,0,missing meldibiase day can t pas quick enough
2151,0,lost friend didnt anything
2152,0,oh gosh hollyoaks sad tonite
2153,0,would love say tgif working am tomorrow
2154,0,ok twitter doesnt like must really dumb how send msg
2155,0,penguin j heehee love you tired
2156,0,jobo s tired getting work
2157,0,mitchelmusso really want talk mitch live indonesia cant call least give shoutout please
2158,1,fifth runner keg kirsten devonshire hannah darian fiona amp phillipa
2159,0,mom woke u p mad dreaming shoe whants go river stupid
2160,0,homework friday night lame
2161,1,urfavoritegrl sure sleeping tell favorite part tomorrow laughed pretty much whole time
2162,0,dog poppy poorly hate seeing pet ill sad
2163,0,schatje ty long tiring day filled expensive plumber work needed calgon hope amp madberry awesome weekend
2164,1,infovestment lol true keeping eye arent tech savvy alright thus far
2165,0,gotta work lonely weekend ahead
2166,1,inlovewitharmy hehehe i m nice
2167,1,lilbumbles happy mother s day mother list
2168,0,gabbyflyyy im jealous want go ny
2169,0,bored work
2170,1,bro light g soll cheer http twitpic com wjrs
2171,0,kixsal star trek imax d huge screen still worth watching
2172,1,happy christmas wait happy m easel day seriously happy mother day lmao
2173,0,god miss bf fuckin much month snï¿½ff
2174,1,awesome pedicure today
2175,0,good start day left money home hot day looking free carparks
2176,0,time get game cancel th season like show
2177,1,prism new webtop mozilla lab rock world
2178,0,mitchelmusso can t call cause portable sais number excist want much talk
2179,0,mitchelmusso can t can t can t sad venezuela
2180,0,moving office going miss hollywood
2181,0,mrdeniro wish someone would inspire sexy time right ugh thats gonna happen ugh
2182,1,pon and zi thanks way
2183,0,look like office tv get mlb network look like mlbn televising det bal game today wieters
2184,0,can t set p phone twitter
2185,0,kev watson sorry address wrong put samuel address sam stupid brain day today
2186,0,time house chore ugh
2187,0,kezzawezz want dinna hink get shown elgin n got nae go with n
2188,0,thewordaliveaz supposed coming life got way lol give friend wild time
2189,0,gealbhan beag hate cat pee
2190,0,soo sad mcmcbuddy think look like could little rainbow like burrito ok burrito
2191,0,first time week see clear blue sky
2192,0,twitter second day running study leave me car one piece
2193,0,selenagomez awwww gonna miss you
2194,0,aww anyone see hollie steel bgt tonight wharra shame
2195,0,ziggy friday feel boring too time fun today much mood either
2196,0,feeling frustrated i can t get thing work
2197,1,bwmson you know say w nothing love dude
2198,0,can t believe weekend already time go nice day fam today mum good day too
2199,1,nice win dodger giant
2200,1,here s big moan dave leyrock im hr pity me coloursfest ahoy xo
2201,1,really want see cash cash
2202,1,also lipton s sparkling green tea gross
2203,0,still feeling well
2204,0,want hair cut mom wont cut
2205,1,car shopping kacy yay
2206,1,mozart requiem tonight
2207,0,joycewaddle like almost sholders
2208,0,still missing husband really want home
2209,0,ohaigabriella hate it english day everyday
2210,0,excited blowing another candle today a kid
2211,1,dannyvan googled quot engagement ring quot amp exact ring want it st result sigh love it http twurl nl jaqj
2212,0,capplegate still sad samantha who
2213,1,anthem right now leave high dry http blip fm fcr
